id,job_title,descr50,job_level,job_grp,vert_grp,notes,del_doc_path,del_doc_name,beroep_cd,code_fnc,schaalsrt,schaalcode,kmrateint,productiv,prodpct,xdefratelv,inttar,exttar,docid,roleid,rolelevel,scalemin,scalemax,wkcp_risk,division,syscreated,syscreator,sysmodified,sysmodifier,sysguid,
1480,NVCSKH      ,Nhân viên chăm sóc khách hàng                     ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,27:23.7,0,27:23.7,0,882F8E1C-6E93-4150-A18D-BD668B9C2E67,
1681,NVCST       ,Chuyên viên chính sách thuế                    ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,42:41.8,0,42:41.8,0,8F6BBE2B-5C19-4B5F-A03D-6560E9F19F44,
1490,NVCT        ,"Nhân viên hiện trường, đăng ký chất lượng    ",10,,,,,GR1                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,10:11.5,0,10:11.5,0,F595BE70-E915-4DFA-A81D-2EF674C04102,
1608,NVCT-TTK    ,Nhân viên chứng từ truyền tờ khai             ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,38:24.2,0,38:24.2,0,BA33B879-2B29-44E7-8453-C09DE421AA76,
1607,NVCT-TTHQ   ,Nhân viên hiện trường                           ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,37:32.2,0,37:32.2,0,2083582E-1D17-4168-A478-1773641E6746,
1662,NVDG        ,Nhân viên đóng gói                              ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,32:23.4,0,32:23.4,0,1EF9E581-2A36-4FA7-A1C7-D7E5484EDBB7,
1759,NVDH        ,Nhân viên đặt hàng                              ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,50:08.3,0,50:08.3,0,2D9DEEAD-3255-433D-97DC-EC2893F717E3,
1779,NVDMS       ,Nhân viên DMS                                     ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,55:08.9,0,55:08.9,0,5D913266-81A9-463E-9772-FDE4E1DD503E,
1636,NVDP        ,Nhân viên điều phối                             ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,59:15.0,0,59:15.0,0,5341C845-4DD7-48A3-9E2D-764E4A9E3273,
1484,NVDT        ,Nhân viên đào tạo                               ,10,,,,,GR4                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,05:17.0,0,05:17.0,0,59C5AB63-6A92-4154-B0E4-8E3A3CB30C63,
1656,NVDTAO      ,Nhân viên đào tạo                               ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,00:43.2,0,00:43.2,0,C08844EA-7E2D-4C1E-A7B7-13039B2D7AB1,
1838,NVDTSP      ,Nhân viên Đào tạo Sản phẩm                    ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,33:17.7,0,33:17.7,0,F44E31CE-1830-4A32-ADCE-C239640E211F,
1475,NVERP       ,Chuyên viên ERP                                   ,10,STAFF     ,HR        ,244,,GR1                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,19:46.0,0,19:46.0,0,E7ED7298-9A4E-479B-BA4D-9382C0F305F3,
1567,NVGD        ,Chuyên viên giao dịch đặt hàng                 ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,35:33.1,0,35:33.1,0,E8FB8FB0-75F7-4ABF-AB69-013C4D6B36E8,
1605,NVGDNM      ,Nhân viên giao dịch hàng nhà máy              ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,30:08.1,0,30:08.1,0,29C042E7-E819-4BE1-8887-F671611F4785,
1604,NVGDTM      ,Nhân viên giao dịch hàng thương mại            ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,28:46.5,0,28:46.5,0,F88D2984-623D-4E51-AB6A-013F2B4DAE82,
1495,NVGN        ,Nhân viên giao nhận                              ,10,QLTKTL    ,,,,GR4                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,02:31.0,0,02:31.0,0,79710826-542C-4200-8F89-AA70306E5D91,
1439,NVGNN       ,Nhân viên giao nhận                              ,10,,,,,GR4                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,00:37.6,0,00:37.6,0,09E4D8A1-AE80-4DE1-AB25-1DD7EC3260D8,
1763,NVGNXT      ,Nhân viên giao nhận xe tải                      ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,50:36.1,0,50:36.1,0,51AE36F2-A735-45D8-8B23-14B546C0D2B8,
1445,NVGT        ,Nhân viên bộ phận gián tiếp                   ,10,QLTKTL    ,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,09:16.6,0,09:16.6,0,6B21F2D7-993F-459D-90C0-2AE795268A26,
1496,NVHC        ,Nhân viên Hành Chính                            ,10,HCNS      ,,,,GR1                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,31:15.1,0,31:15.1,0,AE265FC4-D467-439A-8D0A-BDB0D1919562,
1789,NVHCLT      ,Nhân viên HC Lễ tân                              ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,10:27.5,0,10:27.5,0,EBFAFCFD-9E4B-41D5-A65A-863DF80D585C,
1547,NVHC-LT     ,NV HC- Lễ tân                                    ,10,,,,,GR1                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,02:35.8,0,02:35.8,0,51E7C7EC-4604-430D-9E9A-367537BE0CAE,
1425,NVHCNS      ,Nhân Viên HCNS                                    ,10,,,,,GR1                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,44:07.1,0,44:07.1,0,2A3FFC62-A5F5-452D-9237-F47A75E9BA09,
1552,NVHCTH      ,Nhân viên hành chính tổng hợp                 ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,42:55.2,0,42:55.2,0,4C7C5398-5478-4C76-8FC5-8C013F836BBB,
1511,NVIT        ,Nhân viên IT                                      ,10,CNTT      ,,,,GR1                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,50:53.0,0,50:53.0,0,DFB63FED-09AC-4003-8CE6-B4E14DFA0F75,
1441,NVKD        ,Nhân viên kinh doanh                              ,10,KDTT      ,,,,GR1                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,05:45.6,0,05:45.6,0,D6DF148F-37B4-4EE2-895E-AEBF87AB4C17,
1545,NVKD KV HN  ,NV kinh doanh KV Hà Nội                         ,10,KDTT      ,,,,GR3                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,02:43.8,0,02:43.8,0,A81B0E43-67E0-4674-B2E7-2750984E1BA5,
2847,NVKDB2B     ,NV Kinh doanh B2B                                 ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,38:56.7,0,38:56.7,0,0E28E8E8-0DD4-4CDC-BCE7-BBE56A4E644E,
2848,NVKDB2C     ,NV Kinh doanh B2C                                 ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,42:59.1,0,42:59.1,0,2B6B0358-6404-4E65-BE84-B5C3BDFEE04C,
1458,NVKDBG      ,Nhân viên kinh doanh bếp gas                     ,10,KDTT      ,,,,GR1                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,17:38.4,0,17:38.4,0,65D4E2B4-B1D7-4D07-9AE1-B469C714FA9A,
1457,NVKDCD      ,Nhân Viên KD Cáp điện&TB Điện                  ,10,KDTT      ,,,,GR1                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,33:03.4,0,33:03.4,0,6AB008CE-40C9-4CC3-BA70-C56A3A0869C9,
2849,NVKDD2C     ,NV Kinh doanh D2C                                 ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,01:09.2,0,01:09.2,0,A1908FBC-D101-422C-A0D1-DBFD7C296A34,
1435,NVKDDGD     ,Nhân viên KD điện gia dụng                      ,10,KDTT      ,,,,GR1                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,55:26.9,0,55:26.9,0,BAC17780-C844-47EE-8984-69CA3108E998,
1433,NVKDGD      ,Nhân viên kinh doanh gia dụng                    ,10,KDTT      ,,,,GR1                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,53:41.3,0,53:41.3,0,044188C4-3563-4941-B969-90C6FF1482ED,
1673,NVKSDV      ,NV Khảo sát và định vị tuyến bán hàng     ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,49:41.9,0,49:41.9,0,CDB1C11B-B94B-4850-B030-714FE3ADB659,
1461,NVKSNB      ,Nhân viên Kiểm soát Nội bộ                     ,10,GMAN      ,,,,GR1                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,35:12.1,0,35:12.1,0,66D4307F-0DE6-46C3-B088-AAA592DFCAFD,
1448,NVKT        ,Nhân viên kế toán                               ,10,,,,,GR1                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,33:02.9,0,33:02.9,0,ED66027E-1277-4A50-A01C-2320190676EE,
1568,NVKTCN      ,Nhân viên kế toán công nợ                      ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,37:13.8,0,37:13.8,0,1A669544-CEDB-449D-B8C0-BDF1AD9F3FAB,
1573,NVKTT       ,Chuyên viên kế toán thuế                       ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,00:50.1,0,00:50.1,0,566C4A32-2A79-4D15-875F-B8FF1E4EFAD8,
1571,NVKTTCDC    ,Nhân viên kỹ thuật thi công đầu cáp           ,10,KDTT      ,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,43:32.5,0,43:32.5,0,7F6AFDEF-9FB0-466D-89B9-30193856A941,
1735,NVKTR&D     ,Chuyên viên kỹ thuật R&D                        ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,52:20.1,0,52:20.1,0,A4957598-1D73-40C8-8E82-49A79F932084,
1606,NVKH        ,Nhân viên kế hoạch                              ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,36:00.3,0,36:00.3,0,12BE9260-ECB4-4A89-9513-AA5F96324ACE,
1809,NVKHBH      ,Nhân viên kế hoạch bán hàng                   ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,01:01.1,0,01:01.1,0,5CAAC92A-D847-49FF-9C66-53AA53F62DB5,
1570,NVKHMPL     ,Nhân viên kế hoạch MPL                          ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,20:46.8,0,20:46.8,0,BFBEB7FF-C2E2-4759-AEED-D2BB4C5B24F2,
1621,NVKH-NK     ,Nhân viên kế hoạch - Hàng nhập khẩu          ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,35:05.3,0,35:05.3,0,358A725A-1D3D-476D-A7B5-1A541C6457AE,
1586,NVLT        ,Nhân viên lễ tân                                 ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,46:46.2,0,46:46.2,0,3C9EE1BF-EFD9-4251-8709-77B8E4581A0E,
1446,NVLX        ,Nhân viên lái xe                                 ,10,,,1961,,GR4                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,09:54.5,0,09:54.5,0,4F299012-93A8-432F-AD8D-15DB697EC6AB,
1761,NVLXN       ,Nhân viên lái xe nâng                            ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,50:16.1,0,50:16.1,0,C217DDA5-A573-4474-9199-DB6EB84474A9,
1797,NVMH        ,Nhân viên mua hàng                               ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,40:50.6,0,40:50.6,0,329945E5-B9E7-4B75-9306-7E13AF28DB5A,
1427,NVMKT       ,Chuyên viên Marketing Kế hoạch                  ,10,,,,,GR1                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,45:18.4,0,45:18.4,0,0B5C8056-DEE5-4CB4-A355-4EF16A79786F,
1825,NVNH        ,Chuyên viên ngành hàng                          ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,11:10.6,0,11:10.6,0,14E66E63-9843-41A6-96D6-42680176A909,
1525,NVOL        ,Nhân viên Bán hàng Online                       ,10,PGPB      ,,,,GR1                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,34:50.1,0,34:50.1,0,F9CED56A-ACCA-4195-8AAC-6870C60E8100,
1468,NVOOH       ,Nhân viên OOH                                     ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,41:07.7,0,41:07.7,0,474C0956-02F5-42F9-A70D-5EDE75509C0E,
1518,NVPC        ,Chuyên viên Pháp chế                            ,10,,,,,GR1                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,39:51.5,0,39:51.5,0,87867E1B-28C9-4869-9B7C-A471B4A9C0E6,
1467,NVPG        ,Nhân viên PG Demo                                 ,10,PGPB      ,,236,,,,,,,0,0,0,,0,0,,,3,0,0,,101,55:54.6,0,55:54.6,0,24DA316C-E5DE-421F-8C97-FA3B19E028FA,
1768,NVPGTV      ,Nhân viên PG thời vụ                            ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,53:16.6,0,53:16.6,0,6B4680D5-0524-421F-946F-0BA373806D4E,
1447,NVPK        ,Nhân viên bộ phận kho                           ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,10:18.6,0,10:18.6,0,FE972E78-5675-4E9B-A6D7-BFC8DF54C976,
1491,NVPKNM      ,Nhân viên Phụ Kho                                ,10,,,,,GR4                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,21:40.7,0,21:40.7,0,33CAC13D-1AAE-4BE8-B537-7DE6688B6C41,
1839,NVPTĐT      ,Nhân viên Phụ trách Đào tạo                   ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,15:13.9,0,15:13.9,0,E203D4DE-2225-409A-B380-2B97565C3BB6,
1583,NVPTL       ,Nhân viên phân tích lỗi                         ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,17:56.2,0,17:56.2,0,EC33CF70-C55C-4589-AA1D-D4F674340499,
1703,NVPTNH      ,Nhân viên phụ trách ngành hàng                ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,47:26.5,0,47:26.5,0,43742365-3BFA-422E-B693-0491A7514F4F,
1517,NVPTPM      ,Nhân viên PT phần mềm                           ,10,,,,,GR1                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,31:07.3,0,31:07.3,0,83EDC872-B030-4222-9DFB-09C894556CA3,
1802,NVQC        ,Nhân viên QC                                      ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,17:00.0,0,17:00.0,0,FCA8C51B-1F54-4871-B029-B74076020BF7,
2874,NVQC-KPH    ,Nhân viên QC - xử lý hàng không phù hợp        ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,29:03.9,0,29:03.9,0,C6F479F8-5049-4D2E-8277-68254D9942EB,
1661,NVR&D       ,Chuyên viên R&D                                   ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,40:28.0,0,40:28.0,0,984AEAD0-8A86-44DA-98CF-9466CB5713E3,
1591,NVST        ,Chuyên viên sáng tạo                            ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,39:28.9,0,39:28.9,0,C7A2B4C2-F869-41F0-9126-492AC6DF12AF,
1713,NVT         ,Nhân viên thầu                                   ,10,SUPP      ,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,39:51.9,0,39:51.9,0,228DEB6F-0210-456E-8141-F921380CAE96,
1514,NVTB        ,Nhân viên Trưng bầy                              ,10,,,,,GR3                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,02:45.3,0,02:45.3,0,84C98840-4455-4221-A734-F725B9F7D196,
1595,NVTC        ,Chuyên viên tài chính                           ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,52:36.7,0,52:36.7,0,293CC1EA-AE91-4453-A13A-9C48B6508811,
1724,NVTD        ,Nhân viên Tuyển dụng                            ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,42:57.5,0,42:57.5,0,A4BBF0E0-B91A-4EE6-B8FD-C24C3556984A,
1502,NVTK        ,Nhân viên thiết kế                              ,10,,,,,GR1                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,35:10.6,0,35:10.6,0,4DEDE7C4-8CD4-474C-AB5E-8296A2E67973,
1524,NVTKKHO     ,Nhân viên Thư ký Kho                             ,10,,,,,GR1                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,20:11.2,0,20:11.2,0,CF5E9C61-DCEA-4B0E-8F1C-77AD49CABBB9,
1798,NVTMKT      ,NV Trade Marketing                                ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,58:09.3,0,58:09.3,0,B13B339B-70B5-4085-86F0-9C3DE38D13B3,
1550,NVTT        ,Nhân viên thủ tục                               ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,46:44.7,0,46:44.7,0,73BDFB8B-396F-428C-A2DA-5D52DB6F4D09,
1487,NVTV        ,Nhân viên Nấu ăn - Tạp vụ                      ,10,QLTKTL    ,,,,GR5                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,56:20.7,0,56:20.7,0,2192AE18-96AA-4D09-9FA4-689D2867FEF6,
1610,NVTH        ,Chuyên viên tổng hợp                            ,10,SUPP      ,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,43:01.8,0,43:01.8,0,FA31CC4B-FDF1-441C-B040-DA51B84A5903,
1770,NVTHOIVU    ,Nhân viên thời vụ                               ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,53:31.9,0,53:31.9,0,5AD128E3-2E78-4DEC-9AE3-F7DF25E76A75,
1614,NVTRADE     ,Nhân viên Trade MKT                               ,10,QLTKTL    ,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,53:23.7,0,53:23.7,0,A02B9342-2C68-43D1-AA41-3565AD0520DA,
2850,NVVH        ,Nhân viên vận hành                              ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,46:37.8,0,46:37.8,0,703147B2-2265-45AE-A48A-CF42813F7C1C,
1808,NVXLDH      ,Nhân viên xử lý đơn hàng                       ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,00:35.2,0,00:35.2,0,CA880EE9-7FFD-4C1B-9010-8FB85F347644,
1417,NVXNK       ,Nhân Viên XNK                                     ,10,STAFF     ,DS        ,,,GR1                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,52:36.4,0,52:36.4,0,658DF89E-8D7C-4F96-A4A6-2120FFCDEF27,
1298,NWA         ,System Support Staff                              ,12,SUPP      ,SYSSUPP   ,,,GR1                                                                                                                             ,,,,,0,0,0,,0,0,,,,0,0,,101,15:33.8,0,15:33.8,0,D33CB97B-B58F-40B6-A7EA-7BFDAE41A99C,
1416,NHÂN VIÊN   ,Staff                                             ,10,,,,,,,,,,0,1,0,,0,0,,,3,0,0,,101,34:33.5,0,34:33.5,0,5D864FF9-3D42-418F-822E-6F13BF890275,
1497,OOH         ,"Nhân viên quầy, kệ biển bảng                  ",10,,,,,GR1                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,00:28.7,0,00:28.7,0,3CBB443D-C988-4690-B2CF-28F85FF09532,
1413,P TGĐ       ,Vice General Director                             ,10,,,,,,,,,,0,1,0,,0,0,,,3,0,0,,101,32:40.7,0,32:40.7,0,EEDF6B42-3BF4-4D75-92F9-8F38DB54EC6E,
1488,PB          ,PB/PG chạy chương trình                         ,10,PGPB      ,,,,GR2                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,03:55.4,0,03:55.4,0,7E6A8B72-BE3A-49BF-B024-15EEE02CC69E,
1676,PGD         ,Phó Giám Đốc                                   ,10,,,,,,,,,,0,1,0,,0,0,,,3,0,0,,101,37:29.2,0,37:29.2,0,D0D6F371-6B84-4056-B2AC-3705242E5669,
1588,PGD CCU     ,Phó Giám đốc chuỗi cung ứng                  ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,21:51.6,0,21:51.6,0,B65A97E8-226A-4012-9FDC-5EB6E1B910C9,
1580,PGDCCU      ,Phó GĐ Chuỗi cung ứng                          ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,48:04.6,0,48:04.6,0,86C52FA2-605F-4EA1-8671-94E590FF11EB,
1747,PGDMT       ,Phó giám đốc Kênh MT Toàn quốc               ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,57:40.7,0,57:40.7,0,C0195C96-6564-460D-88FE-946E5E3E7045,
1507,PK          ,Nhân viên Phụ Kho                                ,10,QLTKTL    ,,1962,,GR4                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,21:33.5,0,21:33.5,0,EE055CD5-E8A0-488C-AEA0-50789C829AA9,
1647,PK RMA      ,Phụ kho RMA                                      ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,55:16.6,0,55:16.6,0,192D8212-BCDB-4772-A189-C06BD777E934,
1748,PK&QC       ,Phụ kho kiêm QC                                  ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,58:24.4,0,58:24.4,0,41656582-E23E-417B-B171-862A6BB33DCD,
1737,PKDT        ,Nhân viên Dán tem                                ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,56:04.2,0,56:04.2,0,87542EDE-ACF2-4C27-A778-711C6ECD7353,
1736,PKLK        ,Nhân viên Phụ kho linh kiện                     ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,54:43.7,0,54:43.7,0,876ECCA1-2691-49FA-9334-7193D2DA5C33,
1476,PKLXN       ,Phụ kho lái xe nâng                              ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,50:39.2,0,50:39.2,0,B174512A-11F5-4612-AB68-C64345FAAC93,
1403,PM          ,Project Manager                                   ,10,GMAN      ,,,,GR1                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,46:14.5,0,46:14.5,0,1904BE66-D4BA-4551-B923-89E4F05C954D,
1725,PMM         ,Product Marketing Manager                         ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,46:02.9,0,46:02.9,0,F091B39E-F7DD-47E2-B69F-0040858714A1,
1516,PP          ,Phó Phòng Kinh doanh                            ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,13:21.2,0,13:21.2,0,F7BA2E8C-62AA-45F1-BFBD-265FFFEA5991,
1576,PPCNTT      ,Phó phòng CNTT                                  ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,21:28.6,0,21:28.6,0,FBBCCAAB-039F-48C7-9C57-02724BFED269,
1485,PPCSKH&BHSP ,Phó phòng CSKH và BHSP                         ,10,,,,,GR1                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,21:46.6,0,21:46.6,0,9ABC1BB5-4710-45FA-8271-8F1708ED5ECB,
1512,PPKT        ,Phó Phòng Kế toán                             ,10,,,,,GR1                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,00:29.3,0,00:29.3,0,B7AFD12A-2605-46D9-A4C6-025646B15EBB,
1708,PPKT-TBĐ    ,Phó phòng Kỹ thuật                            ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,20:19.3,0,20:19.3,0,227B1115-2E05-4C97-A8AC-E80E5E66F213,
1744,PPMHQT      ,Phó phòng mua hàng quốc tế                     ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,58:28.9,0,58:28.9,0,CB72B290-F5B4-4927-A40D-D0A386C41D96,
1674,PPMKT       ,Phó phòng Marketing                             ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,33:47.9,0,33:47.9,0,2BD2C13A-648D-4D04-8D0D-B2B24C4A2AFF,
1575,PPNS        ,Phó phòng HCNS                                  ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,18:59.4,0,18:59.4,0,0C99E7B8-A443-44B6-AB8C-579384A7D3D1,
1486,PPXNK       ,Phó Phòng Xuất Nhập khẩu                     ,10,,,,,GR1                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,05:48.0,0,05:48.0,0,ACA40DEF-5727-4E96-8555-EAFA2DD9B3DD,
1665,PR NB       ,NV phát triển nội dung MXH và PR nội bộ     ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,35:26.0,0,35:26.0,0,7578AB29-9DB9-477F-A7BC-ADB7059E1317,
1306,PRD MAN     ,Product Design Manager                            ,15,RD        ,PD        ,,,GR1                                                                                                                             ,,,,,0,0,0,,0,0,,,,0,0,,101,15:33.8,0,15:33.8,0,8107BAA6-A66F-4F30-808B-C00235743BC5,
1667,PRD MKT     ,Product Marketing                                 ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,38:34.7,0,38:34.7,0,0699C123-44FA-472E-927F-D24AF246F953,
1310,PROD        ,Product Designer                                  ,13,RD        ,PD        ,,,,,,,,0,0,0,,0,0,,,,0,0,,101,15:33.8,0,15:33.8,0,C34ECAA9-63D4-4678-8955-415DB24D22C5,
1317,PROJ MKT    ,Marketing Staff                                   ,12,SM        ,MKT       ,,,,,,,,0,0,0,,0,0,,,,0,0,,101,15:33.8,0,15:33.8,0,C167C602-E82B-4B04-9277-53E4073F3568,
1499,PT BP DA-PC ,Phụ trách dự án pháp chế                    ,10,,,,,GR1                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,06:12.1,0,06:12.1,0,B17CB420-D81C-4DB7-8CAC-AD159F7BCE98,
1521,PT DEMO     ,Phụ trách Demo                                  ,10,,,,,GR1                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,15:16.1,0,15:16.1,0,340E4AFF-E585-4916-99F3-48D75D803F15,
1513,PT ONLINE   ,Phụ trách Online                                ,10,,,,,GR1                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,28:13.8,0,28:13.8,0,D65C72BD-CAE0-4B61-A9D2-11D749592A43,
2878,PTDA        ,Chuyên viên Phát triển dự án                  ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,07:44.0,0,07:44.0,0,B1ED2800-EE2A-492F-B4F7-FC8944E6F884,
1454,PTGD        ,Phó Tổng Giám đốc                             ,10,,,,,GR1                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,19:22.6,0,19:22.6,0,EB60EB12-1441-4EA1-A2F8-5BAA903EA398,
1455,PTGĐ        ,Phó tổng giám đốc                             ,10,,,,,,,,,,0,1,0,,0,0,,,3,0,0,,101,19:37.2,0,19:37.2,0,FF2F08FA-F09C-4FFE-8E92-5348E09EAD33,
1630,PTKT        ,Phụ trách kỹ thuật ngành hàng TBNB          ,10,SUPP      ,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,15:12.1,0,15:12.1,0,B22660FF-A05A-47F0-8D06-21F41124FD7D,
1633,PTKTD       ,Trợ lý kỹ thuật NH DDD                        ,10,,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,35:46.7,0,35:46.7,0,94EE6870-5DCA-4F15-8E56-25748092F510,
1579,PTMBHTH     ,Phụ trách mảng bán hàng Thương hiệu         ,10,QLTKTL    ,,,,,,,,,0,0,0,,0,0,,,3,0,0,,101,35:46.8,0,35:46.8,0,F0325AC5-E2CA-40CF-93F6-81A3037C3CD5,
1493,PTP MAR     ,Phụ trách Phòng Marketing                      ,10,,,,,GR1                                                                                                                             ,,,,,0,0,0,,0,0,,,3,0,0,,101,16:23.8,0,16:23.8,0,788A2200-AC22-4014-9B15-82975277E674,
